id	filename	md5	size	state
b48606ad-878c-4852-a9e1-abc754413241	b48606ad-878c-4852-a9e1-abc754413241/64cdea2b-96fc-489f-bef5-ebfd6d7152bf.FPKM.txt.gz	c8ccce3f6a4d7f7b2dabb9fa5a3ccead	525101	validated
b61cd24a-bdb3-48a4-8650-cc119b52d589	b61cd24a-bdb3-48a4-8650-cc119b52d589/6a12fc1f-9ef6-48fb-8706-f7d82b86407b.FPKM.txt.gz	7479459cb6d82fd6a7e8707d07fa0507	535612	validated
b83d7b7c-fe8e-4db9-80ff-73c87858405f	b83d7b7c-fe8e-4db9-80ff-73c87858405f/397a5439-ee3e-455f-a29e-249bbfbc8d9a.FPKM.txt.gz	4350fbd55baeeb703863422975d71bba	518465	validated
bd6ad4ee-e9be-4d36-be05-618515e438c8	bd6ad4ee-e9be-4d36-be05-618515e438c8/ae39a55a-0a70-4650-9a55-9e7a19e97376.FPKM.txt.gz	d88ec6c128e2e58e8ebeed5370288c54	516152	validated
c3e140a4-a6e5-46be-bbc0-d5c6d10ae8ff	c3e140a4-a6e5-46be-bbc0-d5c6d10ae8ff/15e2962d-44df-4c43-85d4-a58ca3299da2.FPKM.txt.gz	a280dd54f619b143a6791937a7df9783	530909	validated
c51b9b37-2431-4da7-a632-7ef88c0790ed	c51b9b37-2431-4da7-a632-7ef88c0790ed/cde6f32e-abc0-40a5-9e70-632efc716c67.FPKM.txt.gz	6c0045726d66d0739a7d04296d2b5032	509353	validated
d3a7a9cb-70aa-4a21-b513-7f1dfae9e51a	d3a7a9cb-70aa-4a21-b513-7f1dfae9e51a/c2e12b8b-e04b-4805-b157-b6148efb9f9d.FPKM.txt.gz	9efb718bbddf9174050b53b7b9a35ba5	541584	validated
d58910f2-34e7-4113-92b1-b12492703131	d58910f2-34e7-4113-92b1-b12492703131/2c80fdb5-bba0-4402-a6d4-412cbab60fc8.FPKM.txt.gz	c6caa403896a07c32508526229a8c0f0	530703	validated
d671380c-1194-4623-ae8d-873b354759c6	d671380c-1194-4623-ae8d-873b354759c6/5570e579-2b63-4083-9465-3213cbf8af4c.FPKM.txt.gz	f088e0b201787e091cce466876115ee0	523892	validated
d69be47e-6b12-4740-9608-5a99790775a3	d69be47e-6b12-4740-9608-5a99790775a3/2941c84e-71ef-4908-9980-1627a0cd780f.FPKM.txt.gz	eec0f16a0957c684749b562e847fd136	531987	validated
da7b14ef-d43b-4c14-95e5-5adb4aae0a4c	da7b14ef-d43b-4c14-95e5-5adb4aae0a4c/6fd3a29c-c757-42ed-82ae-f597ae2a4f13.FPKM.txt.gz	597234d84eae7be18aa4f7d51e887525	516221	validated
e8f7ea91-20aa-431e-8832-6bf1054de54d	e8f7ea91-20aa-431e-8832-6bf1054de54d/b9e52e4e-4f2b-446d-8065-b399f9fec644.FPKM.txt.gz	9fad9ae4d26898886f7b078e4725aa4b	533407	validated
e956c8a3-5153-438c-8926-422ebc8eefc2	e956c8a3-5153-438c-8926-422ebc8eefc2/289c081b-c496-44f5-b6b3-f33887932d83.FPKM.txt.gz	a0dedd14cd37a435065c62cac77381bc	533696	validated
e99bbe01-285b-4abf-a0bd-a236489331bf	e99bbe01-285b-4abf-a0bd-a236489331bf/91710332-c9b9-4ebc-9834-45866dd3873b.FPKM.txt.gz	4cbaa054a6793e18f728eaf1d4b6d2e6	517283	validated
f27b078f-65b6-49b5-90de-bcd1834a6d8f	f27b078f-65b6-49b5-90de-bcd1834a6d8f/cdcc3039-166f-4f56-a4e3-7f4e5846c682.FPKM.txt.gz	304b9bba67b75f28e61bc2c7d1773f83	545296	validated
f30d09e5-19d3-4b2b-b321-ade80c1494d9	f30d09e5-19d3-4b2b-b321-ade80c1494d9/118c17b3-6e4c-482c-9956-ead43ccb1929.FPKM.txt.gz	23aef6aab76399a36c841ac6e0d2ddcc	538140	validated
f6eed19e-907b-44c6-a960-572d7ff37013	f6eed19e-907b-44c6-a960-572d7ff37013/fbf50366-35e2-4ac3-9603-92647d78a715.FPKM.txt.gz	0b83b4b2ca959e622b2e6133d4d4e592	519160	validated
fd6f692a-2d08-4b17-a9d8-242cda233f36	fd6f692a-2d08-4b17-a9d8-242cda233f36/c79c7338-1c91-4f28-9566-58ef5aa2d8cd.FPKM.txt.gz	58d2be14586e4cf632b5c6e75648ea94	531948	validated
fef44034-685b-4df6-86fc-fe489491a5f6	fef44034-685b-4df6-86fc-fe489491a5f6/def39b2b-d0f6-4f6d-a3d2-610d8b121d96.FPKM.txt.gz	7e4b2e6b354c18dfbee29e1224c49c3e	529854	validated
